getDomain,UsingIp,longUrl,shortUrl,symbol,redirecting,prefixSuffix,SubDomains,Hppts,DomainRegLen,Favicon,NonStdPort,HTTPSDomainURL,RequestURL,AnchorURL,LinksInScriptTags,ServerFormHandler,InfoEmail,AbnormalURL,WebsiteForwarding,StatusBarCust,getDepth,DisableRightClick,UsingPopupWindow,IframeRedirection,AgeofDomain,DNSRecording,GoogleIndex,LinksPointingToPage,StatsReport,labels
feedburner.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
enable-javascript.com,1,1,-1,1,1,-1,1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
nytimes.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
workspace.google.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
ok.ru,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
google.es,1,1,1,1,1,1,1,-1,-2,-1,1,1,-2,0,0,0,-2,-1,1,-1,0,-1,-1,1,-2,-2,1,-1,1,0
dailymotion.com,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
afternic.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
bloomberg.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
amazon.de,1,1,1,1,1,1,1,-1,-2,-1,1,1,-2,1,0,1,-2,-1,0,-1,0,-1,-1,1,-2,-2,1,0,1,0
photos.google.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
wiley.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
aliexpress.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,0,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
indiatimes.com,1,1,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
youronlinechoices.com,1,1,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
elpais.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
tinyurl.com,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
yadi.sk,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,-1,1,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
spotify.com,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
huffpost.com,1,1,-1,1,1,1,1,-1,1,1,1,1,-2,1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
ru.wikipedia.org,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,1,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
google.fr,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,0,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
webmd.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
samsung.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
independent.co.uk,1,1,-1,1,1,1,0,-1,1,1,1,1,-2,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
amazon.co.jp,1,1,1,1,1,1,0,-1,-2,1,1,1,-2,-1,0,0,-2,-1,0,-1,0,-1,-1,1,-2,-2,1,-1,1,0
get.google.com,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,-1,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
amazon.co.uk,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,1,1,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,0,1,0
4shared.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
telegram.me,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
businessinsider.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
ig.com.br,1,1,1,1,1,1,0,-1,1,1,1,1,-2,1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
issuu.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,0
gov.br,1,1,1,1,1,1,0,-1,-2,1,1,1,-2,1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
wsj.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
hugedomains.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
picasaweb.google.com,1,1,1,1,1,1,0,-1,1,-1,1,1,0,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,0,1,0
usatoday.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
scribd.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
gov.uk,1,1,1,1,1,1,0,-1,-2,1,1,1,-2,0,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
storage.googleapis.com,1,1,1,1,1,1,0,-1,-2,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,-2,-2,1,1,1,0
huffingtonpost.com,1,1,-1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
bbc.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
estadao.com.br,1,1,1,1,1,1,0,-1,1,1,1,1,-2,1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
nature.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,-1,1,-2,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,0
mediafire.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,-1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
washingtonpost.com,1,1,-1,1,1,1,1,-1,1,1,1,1,-2,1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
forms.gle,1,1,1,1,1,1,1,-1,-2,-1,1,1,-2,-1,0,1,-2,-1,1,-1,0,-1,-1,1,-2,-2,1,1,1,0
namecheap.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
forbes.com,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
mirror.co.uk,1,1,1,1,1,1,0,-1,1,1,1,1,-2,1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
soundcloud.com,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
fb.com,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,-1,1,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
marketingplatform.google....,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
marketingplatform.google....,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
marketingplatform.google....,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
marketingplatform.google....,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
marketingplatform.google....,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
marketingplatform.google....,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
marketingplatform.google....,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
marketingplatform.google....,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
marketingplatform.google....,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
marketingplatform.google....,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
marketingplatform.google....,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
marketingplatform.google....,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
marketingplatform.google....,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
marketingplatform.google....,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
google.com,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,0,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
blogger.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,1,-2,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,0
youtube.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
linkedin.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
support.google.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
cloudflare.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
microsoft.com,1,1,-1,1,1,1,1,-1,1,-1,1,1,0,1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,0,1,0
apple.com,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,-1,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
en.wikipedia.org,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
play.google.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
wordpress.org,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
docs.google.com,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,0,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
mozilla.org,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
maps.google.com,1,1,1,1,1,1,0,-1,1,1,1,1,0,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
youtu.be,1,1,1,1,1,1,1,-1,-2,1,1,1,-2,-1,1,1,-2,-1,0,-1,0,-1,-1,1,-2,-2,1,1,1,0
drive.google.com,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,0,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
bp.blogspot.com,1,1,-1,1,1,1,0,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,0
sites.google.com,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,0,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
googleusercontent.com,1,1,-1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,0,1,0
accounts.google.com,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,0,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
t.me,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
europa.eu,1,1,1,1,1,1,1,-1,-2,1,1,1,-2,1,-1,1,-2,-1,0,-1,0,-1,-1,1,-2,-2,1,0,1,0
plus.google.com,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,-1,1,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
whatsapp.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
facebook.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,1,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
policies.google.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
uol.com.br,1,1,1,1,1,1,0,-1,1,1,1,1,-2,1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
istockphoto.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
vimeo.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
vk.com,1,1,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
github.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,1,-1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
amazon.com,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,-1,0,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
search.google.com,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,-1,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
bbc.co.uk,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
google.de,1,1,1,1,1,1,1,-1,-2,-1,1,1,-2,0,0,0,-2,-1,1,-1,0,-1,-1,1,-2,-2,1,-1,1,0
live.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,0,1,0
gravatar.com,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
nih.gov,1,1,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
dan.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
files.wordpress.com,1,1,1,1,1,1,0,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
yahoo.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,1,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
cnn.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
dropbox.com,1,1,-1,1,1,1,1,-1,1,1,1,1,-2,-1,0,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
wikimedia.org,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
creativecommons.org,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,-1,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
google.com.br,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,0,0,0,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
line.me,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
googleblog.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
opera.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
es.wikipedia.org,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
globo.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
brandbucket.com,1,1,-1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
myspace.com,1,1,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
slideshare.net,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,0,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0
paypal.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
tiktok.com,1,1,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-2,1,0
netvibes.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,-1,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
theguardian.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,-1,0,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
who.int,1,1,1,1,1,1,1,-1,-2,1,1,1,-2,-1,0,1,-2,-1,1,-1,0,-1,-1,1,-2,-2,1,-1,1,0
goo.gl,1,1,-1,1,1,1,1,-1,-2,-1,1,1,-2,-1,1,0,-2,-1,0,-1,0,-1,-1,1,-2,-2,1,1,1,0
medium.com,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,0
tools.google.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,1,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
draft.blogger.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,1,-2,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,0
pt.wikipedia.org,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,0,-2,-1,0,-1,0,-1,-1,1,1,1,1,-1,1,0
9779.info,1,-1,1,1,1,1,1,-1,1,-1,1,1,0,-1,-1,1,-2,-1,1,-1,1,-1,-1,1,1,1,1,0,1,1
nutrika.co.id,1,1,1,1,1,1,0,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,1
dorisday.net,1,1,1,1,1,1,0,-1,1,-1,1,1,0,-1,1,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,1,1,0
web.userinstinct.com,1,-1,-1,1,1,1,-1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,1,-1,-1,1,1,1,1,1,1,0
thats-a-wrap.net,1,1,1,1,1,-1,0,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,1,1,0
pagesperso-orange.fr,1,1,1,1,1,-1,1,-1,1,-1,1,1,0,-1,1,1,-2,-1,0,-1,1,-1,-1,1,1,1,1,0,1,1
asd.besthairtransplantpunjab.com,1,1,1,1,1,1,0,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,1
limit.user-87876kop9776zj7tt5hsjql5z17-ggq97zk821876t9u0opm.resolution-klpozjshbv716zgyqbbsn.sharetolink.net,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,1,1,0
embroidery.embroidery.embroidery.ebp-items-offer-now.com,1,0,1,1,1,-1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,1
scribd.com,1,-1,1,1,1,1,1,-1,1,-1,1,1,-2,-1,1,1,-2,-1,0,-1,3,-1,-1,1,1,1,1,-1,1,0
center302.team,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,-2,1,1
askmefast.com,1,0,-1,1,1,1,0,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,1,1,1,-2,1,0
uapress.arizona.edu,1,1,1,1,1,1,-1,-1,-2,1,1,1,-2,-1,1,0,-2,-1,0,-1,2,-1,-1,1,-2,-2,1,-1,1,1
vadodaramarathon.com,1,-1,1,1,1,1,0,-1,1,1,1,1,-2,0,0,1,-2,-1,1,-1,6,-1,-1,1,1,1,1,-1,1,1
mmatko.com,1,0,1,1,1,1,1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,1,1,1,-2,1,0
demo.transemirates.com,1,0,1,1,1,1,-1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,5,-1,-1,1,1,1,1,1,1,1
123people.com,1,1,1,1,1,1,1,-1,1,1,1,1,-2,0,-1,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,-1,1,0
city-data.com,1,1,1,1,1,-1,0,-1,1,1,1,1,-2,-1,0,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,-1,1,0
lawyers.uslegal.com,1,1,1,1,1,1,0,-1,1,-1,1,1,0,-1,1,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,1,1,0
ronnerdog.000webhostapp.com,1,1,1,1,1,1,0,-1,1,-1,1,1,-2,-1,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,1,1,1
onlinelibrary.wiley.com,1,-1,1,1,1,1,-1,-1,1,-1,1,1,0,-1,1,1,-2,-1,1,-1,4,-1,-1,1,1,1,1,1,1,0
cielopromocaoimperdivel.netai.net,1,1,1,1,1,1,-1,-1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,1,1,1,-2,1,0
danielamos.com,1,1,1,1,1,1,-1,-1,1,-1,1,1,-2,-1,0,1,-2,-1,1,-1,1,1,1,1,1,1,1,-1,1,1
198.12.97.66,-1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,1,-2,1,1
udn.com,1,-1,1,1,1,1,1,-1,1,-1,1,1,-2,-1,0,1,-2,-1,1,-1,4,-1,-1,1,1,1,1,1,1,0
pastebin.com,1,1,1,1,1,1,1,1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,1,1,1
mitsui-jyuku.mixh.jp,1,1,1,1,1,-1,-1,1,-2,-1,1,1,-2,-1,1,1,-2,-1,0,-1,2,-1,-1,1,-2,-2,1,-1,1,1
hotlinegsm.com,1,0,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,3,-1,-1,1,1,1,1,1,1,1
coolspotters.com,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,-1,1,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,-1,1,0
ddslightbulb.net,1,1,1,1,1,1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,1,-2,1,0
user-security-pp-de.ga,1,1,1,1,1,-1,1,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,1
wu8188.com,1,0,1,1,1,1,-1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,6,-1,-1,1,1,1,1,1,1,1
affiliatealmanac.com,1,0,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,1,1,0
aafwaterloo.wordpress.com,1,1,1,1,1,1,0,-1,1,1,1,1,-2,0,1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,0
stbgroup.co.uk,1,1,1,1,1,1,-1,-1,-2,1,1,1,-2,-1,-1,0,-2,-1,1,-1,1,-1,-1,1,-2,-2,1,1,1,0
49.119.213.0:50744,1,1,1,1,1,1,-1,-1,-2,-2,-1,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,-2,1,1
en.wikipedia.org,1,1,1,1,1,1,0,-1,1,1,1,1,-2,-1,0,0,-2,-1,1,-1,2,-1,-1,1,1,1,1,-1,1,0
consulting-gvg.com,1,1,1,1,1,-1,1,-1,1,1,1,1,0,1,-1,1,-2,-1,1,-1,0,-1,-1,1,1,1,1,-1,1,1
techdirt.com,1,0,-1,1,1,1,-1,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,3,-1,-1,1,1,1,1,1,1,1
nextlevelprize.com,1,1,1,1,1,1,1,1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,1,-2,1,1
faceofaids.org,1,1,1,1,1,1,1,-1,1,-1,1,1,-2,-1,0,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,0,1,0
lewedwardsgroup.com,1,1,1,1,1,1,0,-1,1,-1,1,1,0,-1,0,1,-2,-1,1,-1,2,-1,-1,1,1,1,1,1,1,0
puzzlesway.ch,1,1,1,1,1,1,0,-1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,-2,1,1
